Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
215	Spectrogram 1	1	254686.417748330	254687.203974306	0.7862	3125.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_233000.wav	46.4177	S4A04765_20210311_233000.wav	M	
216	Spectrogram 1	1	254687.296471480	254688.283107999	0.9866	2250.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_233000.wav	47.2965	S4A04765_20210311_233000.wav	M	
217	Spectrogram 1	1	254688.483518542	254689.007669193	0.5242	3562.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_233000.wav	48.4835	S4A04765_20210311_233000.wav	M	
218	Spectrogram 1	1	254703.595644270	254703.965632965	0.3700	4312.500	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_234000.wav	3.5956	S4A04765_20210311_234000.wav	M	
219	Spectrogram 1	1	254723.403134849	254724.173944630	0.7708	2937.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_234000.wav	23.4031	S4A04765_20210311_234000.wav	M	
220	Spectrogram 1	1	254724.420603760	254725.638483213	1.2179	2937.500	6500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_234000.wav	24.4206	S4A04765_20210311_234000.wav	M	
221	Spectrogram 1	1	254771.237102390	254771.992495975	0.7554	3750.000	6812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_235000.wav	11.2371	S4A04765_20210311_235000.wav	M	
222	Spectrogram 1	1	254812.877900865	254813.633294450	0.7554	3687.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_235000.wav	52.8779	S4A04765_20210311_235000.wav	M	
223	Spectrogram 1	1	254813.772040211	254814.404104231	0.6321	3375.000	6187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210311_235000.wav	53.7720	S4A04765_20210311_235000.wav	M	
224	Spectrogram 1	1	262200.893139346	262201.525203366	0.6321	2687.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_203000.wav	0.8931	S4A04765_20210312_203000.wav	M	
225	Spectrogram 1	1	262224.701461759	262259.929122859	35.2277	1875.000	10250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_203000.wav	24.7015	S4A04765_20210312_203000.wav	U	
226	Spectrogram 1	1	262266.388508822	262281.815533273	15.4270	1937.500	11062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_204000.wav	6.3885	S4A04765_20210312_204000.wav	U	
227	Spectrogram 1	1	262372.490454308	262372.783362025	0.2929	3437.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_205000.wav	52.4905	S4A04765_20210312_205000.wav	M	
228	Spectrogram 1	1	262376.606578537	262377.439053100	0.8325	2937.500	6687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_205000.wav	56.6066	S4A04765_20210312_205000.wav	M	
229	Spectrogram 1	1	262377.531550274	262378.348608642	0.8171	2687.500	7000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_205000.wav	57.5315	S4A04765_20210312_205000.wav	M	
230	Spectrogram 1	1	262562.219932169	262562.728666624	0.5087	4000.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	2.2199	S4A04765_20210312_213000.wav	M	
231	Spectrogram 1	1	262563.299065862	262563.884881295	0.5858	4062.500	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	3.2991	S4A04765_20210312_213000.wav	M	
232	Spectrogram 1	1	262566.521050745	262567.014369005	0.4933	3000.000	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	6.5210	S4A04765_20210312_213000.wav	M	
233	Spectrogram 1	1	262567.939340742	262568.478907588	0.5396	3312.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	7.9393	S4A04765_20210312_213000.wav	M	
234	Spectrogram 1	1	262568.555988566	262569.249717369	0.6937	3312.500	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	8.5560	S4A04765_20210312_213000.wav	M	
235	Spectrogram 1	1	262569.373046934	262569.958862367	0.5858	2937.500	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	9.3730	S4A04765_20210312_213000.wav	M	
236	Spectrogram 1	1	262583.126559995	262583.481132494	0.3546	3375.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	23.1265	S4A04765_20210312_213000.wav	M	
237	Spectrogram 1	1	262583.804872602	262584.452352818	0.6475	3750.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	23.8049	S4A04765_20210312_213000.wav	M	
238	Spectrogram 1	1	262587.705170092	262588.568477047	0.8633	2937.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	27.7052	S4A04765_20210312_213000.wav	M	
239	Spectrogram 1	1	262588.876800959	262589.077211502	0.2004	3375.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	28.8768	S4A04765_20210312_213000.wav	M	
240	Spectrogram 1	1	262598.630665425	262598.908156946	0.2775	4187.500	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	38.6307	S4A04765_20210312_213000.wav	M	
241	Spectrogram 1	1	262603.024281175	262603.455934652	0.4317	3500.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	43.0243	S4A04765_20210312_213000.wav	M	
242	Spectrogram 1	1	262610.311554342	262611.082364123	0.7708	2875.000	4812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	50.3115	S4A04765_20210312_213000.wav	M	
243	Spectrogram 1	1	262611.236526079	262612.269411185	1.0329	3187.500	6687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	51.2365	S4A04765_20210312_213000.wav	M	
244	Spectrogram 1	1	262613.271463900	262613.949776507	0.6783	3375.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	53.2715	S4A04765_20210312_213000.wav	M	
245	Spectrogram 1	1	262614.103938463	262614.951829222	0.8479	3437.500	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	54.1040	S4A04765_20210312_213000.wav	M	
246	Spectrogram 1	1	262619.530439320	262620.008341384	0.4779	3875.000	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_213000.wav	59.5305	S4A04765_20210312_213000.wav	M	
247	Spectrogram 1	1	262628.665501841	262629.436311622	0.7708	3250.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_214000.wav	8.6655	S4A04765_20210312_214000.wav	M	
248	Spectrogram 1	1	262636.543177801	262636.928582691	0.3854	2562.500	4250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_214000.wav	16.5432	S4A04765_20210312_214000.wav	M	
249	Spectrogram 1	1	262652.247972893	262652.772123544	0.5242	3125.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_214000.wav	32.2480	S4A04765_20210312_214000.wav	M	
250	Spectrogram 1	1	262676.169600248	262676.616669921	0.4471	3312.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_214000.wav	56.1696	S4A04765_20210312_214000.wav	M	
251	Spectrogram 1	1	262681.503603931	262682.166500343	0.6629	3687.500	6187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	1.5036	S4A04765_20210312_215000.wav	M	
252	Spectrogram 1	1	262682.443991864	262683.214801644	0.7708	3687.500	6875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	2.4440	S4A04765_20210312_215000.wav	M	
253	Spectrogram 1	1	262685.974300659	262686.760526636	0.7862	2750.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	5.9743	S4A04765_20210312_215000.wav	M	
254	Spectrogram 1	1	262687.716330764	262688.040070872	0.3237	4000.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	7.7163	S4A04765_20210312_215000.wav	M	
255	Spectrogram 1	1	262707.668975248	262708.547698398	0.8787	2937.500	6500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	27.6690	S4A04765_20210312_215000.wav	M	
256	Spectrogram 1	1	262722.386854702	262722.756843397	0.3700	3625.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	42.3869	S4A04765_20210312_215000.wav	M	
257	Spectrogram 1	1	262722.864756766	262723.851393285	0.9866	2875.000	6625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	42.8648	S4A04765_20210312_215000.wav	M	
258	Spectrogram 1	1	262723.928474263	262724.622203066	0.6937	3125.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	43.9285	S4A04765_20210312_215000.wav	M	
259	Spectrogram 1	1	262728.121679471	262728.969570230	0.8479	2937.500	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	48.1217	S4A04765_20210312_215000.wav	M	
260	Spectrogram 1	1	262729.601634250	262730.048703923	0.4471	3687.500	5937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_215000.wav	49.6016	S4A04765_20210312_215000.wav	M	
261	Spectrogram 1	1	262753.331246660	262753.994143071	0.6629	3937.500	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	13.3313	S4A04765_20210312_220000.wav	M	
262	Spectrogram 1	1	262754.071224049	262754.764952852	0.6937	4000.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	14.0712	S4A04765_20210312_220000.wav	M	
263	Spectrogram 1	1	262754.996195786	262755.458681655	0.4625	3812.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	14.9962	S4A04765_20210312_220000.wav	M	
264	Spectrogram 1	1	262755.951999914	262756.244907631	0.2929	3750.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	15.9520	S4A04765_20210312_220000.wav	M	
265	Spectrogram 1	1	262763.768011091	262764.615901850	0.8479	3187.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	23.7680	S4A04765_20210312_220000.wav	M	
266	Spectrogram 1	1	262764.673425060	262765.814223535	1.1408	3312.500	6812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	24.6734	S4A04765_20210312_220000.wav	M	
267	Spectrogram 1	1	262765.999217883	262766.862524837	0.8633	2875.000	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	25.9992	S4A04765_20210312_220000.wav	M	
268	Spectrogram 1	1	262770.377417437	262771.040313849	0.6629	2562.500	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_220000.wav	30.3774	S4A04765_20210312_220000.wav	M	
269	Spectrogram 1	1	262856.491007023	262856.891828109	0.4008	3562.500	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_221000.wav	56.4910	S4A04765_20210312_221000.wav	M	
270	Spectrogram 1	1	262860.530050274	262861.208362881	0.6783	2937.500	4812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_222000.wav	0.5300	S4A04765_20210312_222000.wav	M	
271	Spectrogram 1	1	262861.562935380	262862.379993748	0.8171	2937.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_222000.wav	1.5629	S4A04765_20210312_222000.wav	M	
272	Spectrogram 1	1	262907.150392386	262907.689959233	0.5396	3812.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_222000.wav	47.1504	S4A04765_20210312_222000.wav	M	
273	Spectrogram 1	1	262936.986972379	262937.233631509	0.2467	3375.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	16.9870	S4A04765_20210312_223000.wav	M	
274	Spectrogram 1	1	262947.588727604	262948.390369776	0.8016	3062.500	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	27.5887	S4A04765_20210312_223000.wav	M	
275	Spectrogram 1	1	262962.661179556	262963.062000642	0.4008	3250.000	4687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	42.6612	S4A04765_20210312_223000.wav	M	
276	Spectrogram 1	1	262973.349302929	262973.827204993	0.4779	3687.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	53.3493	S4A04765_20210312_223000.wav	M	
277	Spectrogram 1	1	262974.659679556	262975.291743577	0.6321	3187.500	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	54.6597	S4A04765_20210312_223000.wav	M	
278	Spectrogram 1	1	262975.507570315	262976.216715313	0.7091	3687.500	6750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	55.5076	S4A04765_20210312_223000.wav	M	
279	Spectrogram 1	1	262979.284538241	262979.885769870	0.6012	3250.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_223000.wav	59.2845	S4A04765_20210312_223000.wav	M	
280	Spectrogram 1	1	262985.003946814	262985.574346052	0.5704	3062.500	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	5.0040	S4A04765_20210312_224000.wav	M	
281	Spectrogram 1	1	262985.939747388	262986.417649452	0.4779	3437.500	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	5.9398	S4A04765_20210312_224000.wav	M	
282	Spectrogram 1	1	262986.587227604	262987.280956406	0.6937	3062.500	5937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	6.5872	S4A04765_20210312_224000.wav	M	
283	Spectrogram 1	1	262989.053818902	262989.670466727	0.6166	2750.000	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	9.0538	S4A04765_20210312_224000.wav	M	
284	Spectrogram 1	1	262995.436123887	262996.114436494	0.6783	3187.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	15.4361	S4A04765_20210312_224000.wav	M	
285	Spectrogram 1	1	262996.345679428	262996.792749101	0.4471	3000.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	16.3457	S4A04765_20210312_224000.wav	M	
286	Spectrogram 1	1	262998.365201053	262998.858519313	0.4933	4250.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	18.3652	S4A04765_20210312_224000.wav	M	
287	Spectrogram 1	1	263003.555871617	263004.095438463	0.5396	3437.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	23.5559	S4A04765_20210312_224000.wav	M	
288	Spectrogram 1	1	263004.557924332	263005.359566504	0.8016	3000.000	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_224000.wav	24.5579	S4A04765_20210312_224000.wav	M	
289	Spectrogram 1	1	263104.501529120	263105.565246617	1.0637	3187.500	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	4.5015	S4A04765_20210312_230000.wav	M	
290	Spectrogram 1	1	263125.057963472	263126.044599991	0.9866	2937.500	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	25.0580	S4A04765_20210312_230000.wav	M	
291	Spectrogram 1	1	263131.847901807	263132.449133436	0.6012	4375.000	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	31.8479	S4A04765_20210312_230000.wav	M	
292	Spectrogram 1	1	263132.942451696	263133.651596694	0.7091	3750.000	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	32.9425	S4A04765_20210312_230000.wav	M	
293	Spectrogram 1	1	263137.027743534	263137.952715271	0.9250	3187.500	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	37.0277	S4A04765_20210312_230000.wav	M	
294	Spectrogram 1	1	263140.820127655	263141.236364937	0.4162	3375.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	40.8201	S4A04765_20210312_230000.wav	M	
295	Spectrogram 1	1	263139.648496788	263140.249728417	0.6012	3187.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	39.6485	S4A04765_20210312_230000.wav	M	
296	Spectrogram 1	1	263150.741582819	263151.311982057	0.5704	3250.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	50.7416	S4A04765_20210312_230000.wav	M	
297	Spectrogram 1	1	263151.450727818	263152.314034772	0.8633	3000.000	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_230000.wav	51.4507	S4A04765_20210312_230000.wav	M	
298	Spectrogram 1	1	263160.731277578	263161.502087359	0.7708	3562.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	0.7313	S4A04765_20210312_231000.wav	M	
299	Spectrogram 1	1	263173.332996660	263173.918812093	0.5858	3000.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	13.3330	S4A04765_20210312_231000.wav	M	
300	Spectrogram 1	1	263174.134638832	263174.843783830	0.7091	2750.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	14.1346	S4A04765_20210312_231000.wav	M	
301	Spectrogram 1	1	263175.552928828	263175.969166110	0.4162	3625.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	15.5529	S4A04765_20210312_231000.wav	M	
302	Spectrogram 1	1	263176.863305456	263177.372039911	0.5087	4125.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	16.8633	S4A04765_20210312_231000.wav	M	
303	Spectrogram 1	1	263181.935233813	263182.598130224	0.6629	3375.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	21.9352	S4A04765_20210312_231000.wav	M	
304	Spectrogram 1	1	263181.334002184	263181.596077509	0.2621	3687.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	21.3340	S4A04765_20210312_231000.wav	M	
305	Spectrogram 1	1	263189.370094125	263189.909660971	0.5396	3437.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	29.3701	S4A04765_20210312_231000.wav	M	
306	Spectrogram 1	1	263190.032990536	263190.834632708	0.8016	3000.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	30.0330	S4A04765_20210312_231000.wav	M	
307	Spectrogram 1	1	263191.004210860	263191.929182597	0.9250	3250.000	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	31.0042	S4A04765_20210312_231000.wav	M	
308	Spectrogram 1	1	263194.750346394	263195.274497045	0.5242	2187.500	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	34.7503	S4A04765_20210312_231000.wav	M	
309	Spectrogram 1	1	263195.999058239	263196.631122259	0.6321	2437.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	35.9990	S4A04765_20210312_231000.wav	M	
310	Spectrogram 1	1	263196.924029976	263197.371099649	0.4471	4000.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	36.9240	S4A04765_20210312_231000.wav	M	
311	Spectrogram 1	1	263203.008839885	263203.425077167	0.4162	3750.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	43.0088	S4A04765_20210312_231000.wav	M	
312	Spectrogram 1	1	263205.336685423	263206.215408573	0.8787	3125.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	45.3367	S4A04765_20210312_231000.wav	M	
313	Spectrogram 1	1	263206.400402920	263207.124964114	0.7246	2812.500	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	46.4004	S4A04765_20210312_231000.wav	M	
314	Spectrogram 1	1	263210.932764431	263211.333585517	0.4008	3562.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	50.9327	S4A04765_20210312_231000.wav	M	
315	Spectrogram 1	1	263215.583868148	263216.262180755	0.6783	3062.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_231000.wav	55.5839	S4A04765_20210312_231000.wav	M	
316	Spectrogram 1	1	263222.937393457	263223.569457477	0.6321	3562.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	2.9374	S4A04765_20210312_232000.wav	M	
317	Spectrogram 1	1	263223.893197585	263224.756504539	0.8633	3250.000	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	3.8932	S4A04765_20210312_232000.wav	M	
318	Spectrogram 1	1	263224.879834104	263225.527314320	0.6475	4250.000	6625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	4.8798	S4A04765_20210312_232000.wav	M	
319	Spectrogram 1	1	263226.791442360	263227.562252141	0.7708	3812.500	6562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	6.7915	S4A04765_20210312_232000.wav	M	
320	Spectrogram 1	1	263233.120757280	263233.629491735	0.5087	4250.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	13.1207	S4A04765_20210312_232000.wav	M	
321	Spectrogram 1	1	263233.783653691	263234.523631081	0.7400	3250.000	6062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210312_232000.wav	13.7837	S4A04765_20210312_232000.wav	M	
